problem;BrasilNE50n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;619;131710.669084
0,1,14,2,13,42,44,25,30,4,3,5,6,20,22,7,29,17,16,19,18,48,47,39,40,32,31,38,11,24,10,9,21,15,27,8,49,23,37,26,45,46,28,36,33,35,12,34,43,41
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1;76241568449944305;616;131798.238458
0,1,14,44,42,25,30,2,13,4,3,5,6,20,47,48,18,19,16,29,7,22,17,37,26,23,49,8,36,28,46,45,15,21,9,27,24,10,11,32,40,39,41,31,38,33,35,12,34,43
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1
2;11569656429252920891;615;124825.897666
0,1,4,13,2,14,44,42,25,30,18,19,7,29,22,20,5,3,6,47,48,17,21,9,27,8,15,46,28,36,16,45,26,37,23,49,39,40,32,11,24,10,38,31,41,33,35,34,12,43
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1
3;8006770736520076435;613;89991.700834
0,12,43,34,35,33,41,31,38,10,24,11,32,40,39,49,23,26,45,46,28,36,16,37,15,21,9,27,8,17,29,7,20,48,47,18,19,6,22,5,3,4,13,2,30,25,42,44,14,1
1,1,1,1,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
4;10222608011239175760;619;121870.469833
0,41,43,12,35,34,31,38,24,10,11,32,40,39,46,28,45,33,36,26,9,21,15,27,16,37,23,49,8,17,20,7,29,22,48,47,18,19,6,5,3,4,13,2,30,25,42,44,14,1
1,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
5;83674907983555125;616;123290.064833
0,1,14,2,13,4,30,25,44,42,3,5,48,47,18,19,29,7,20,6,22,17,21,9,15,36,28,46,8,27,23,49,26,37,16,45,39,40,32,11,24,10,38,31,41,33,35,12,34,43
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1
6;16633518659454552880;619;111879.01475
0,1,14,4,13,2,30,25,44,42,39,40,10,24,11,32,31,38,22,6,3,5,29,7,47,48,16,19,18,20,17,21,15,8,27,9,49,23,37,26,45,46,28,36,33,35,12,34,41,43
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
7;3348662810425028053;611;132893.932417
0,1,14,44,42,25,30,2,13,4,3,5,29,18,48,47,16,19,7,20,6,22,17,37,26,45,28,46,8,27,9,21,15,36,23,49,39,40,31,32,11,24,10,38,33,35,34,12,43,41
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,1,1,1,1
8;1625020296661546126;617;87421.07375
0,1,4,13,2,14,30,25,42,44,17,20,6,3,5,29,7,19,18,48,47,22,8,27,9,21,15,46,45,26,23,37,16,36,28,49,39,40,32,11,24,10,38,33,35,31,34,12,43,41
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
9;8722260422266777814;611;113683.94
0,1,42,44,25,30,2,14,13,4,3,5,6,20,47,48,18,19,7,29,22,17,21,9,27,16,37,26,23,49,8,15,36,28,46,45,39,40,32,11,24,10,38,33,35,12,34,31,41,43
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
10;18422523289718600251;610;131779.32225
0,1,14,44,42,25,30,2,13,4,3,5,22,6,47,48,18,19,20,7,29,17,21,15,9,27,8,49,23,37,26,45,16,36,28,46,39,40,32,11,24,10,38,33,35,12,43,41,31,34
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
11;12120595211417451604;623;106058.396
0,1,4,14,44,42,13,2,30,25,29,7,20,16,19,18,48,47,5,3,6,22,17,37,23,49,8,27,9,21,15,36,28,46,45,26,24,11,10,38,31,32,40,39,41,33,35,34,43,12
4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1
12;11180516292616150398;631;128445.038042
0,34,43,12,35,33,36,28,45,46,8,27,9,49,23,26,37,15,21,17,3,5,6,22,48,47,18,19,16,29,7,20,40,39,41,31,38,32,11,24,10,2,13,42,44,25,30,4,14,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
13;13235578871255005297;621;87752.198333
0,12,43,34,35,33,38,31,41,39,40,32,11,24,10,8,27,9,21,15,37,16,36,26,23,49,28,45,46,17,20,29,7,19,18,47,48,22,6,5,3,4,14,2,13,42,44,25,30,1
1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
14;17784125318686945540;621;89247.988042
0,41,43,33,35,12,34,31,38,39,40,32,11,24,10,3,5,6,47,48,16,19,18,22,29,7,20,17,37,26,45,46,28,36,8,15,21,9,27,23,49,25,30,2,13,42,44,14,4,1
1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4
15;15956506419893335137;619;104232.031458
