problem;BrasilNE50n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;608;196776.777834
0,1,14,44,42,25,30,2,13,4,3,5,29,18,19,16,48,47,7,20,6,22,17,21,15,9,27,8,49,23,37,26,36,28,46,45,39,40,32,11,24,10,38,33,35,12,43,41,31,34
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
1;76241568449944305;610;197713.826125
0,1,4,13,2,14,44,42,25,30,18,19,16,48,47,6,22,20,7,29,5,3,17,21,15,8,27,9,49,23,37,26,36,28,46,45,39,40,32,11,24,10,38,33,35,34,31,41,43,12
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
2;11569656429252920891;610;198146.477667
0,1,14,42,44,25,30,2,13,4,3,5,29,7,22,6,20,48,47,18,19,16,17,21,15,37,26,23,49,8,27,9,36,28,46,45,39,40,32,11,24,10,38,33,35,12,43,41,31,34
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
3;8006770736520076435;609;198413.56975
0,1,13,2,30,25,42,44,14,4,3,5,6,20,7,29,22,18,48,47,16,19,17,21,15,9,27,8,49,23,37,26,36,28,46,45,39,40,10,24,11,32,31,38,33,35,12,34,41,43
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,1,1,1,1
4;10222608011239175760;608;193947.393417
0,1,30,25,42,44,14,2,13,4,3,5,6,20,7,22,29,18,19,16,48,47,17,21,15,9,27,8,49,23,37,26,36,28,46,45,39,40,32,11,24,10,38,33,35,34,31,41,43,12
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
5;83674907983555125;610;200850.315458
0,1,4,13,2,14,44,42,25,30,18,19,16,48,47,7,22,29,3,5,6,20,17,21,15,9,27,8,49,23,37,26,36,28,45,46,39,40,32,11,24,10,38,33,35,12,34,31,41,43
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
6;16633518659454552880;609;195992.530458
0,1,14,42,44,25,30,2,13,4,3,5,6,20,7,22,29,18,19,16,47,48,17,21,9,27,8,15,37,26,45,46,28,36,23,49,39,40,32,11,24,10,38,33,35,12,43,41,31,34
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
7;3348662810425028053;608;197889.348167
0,1,13,2,14,44,42,25,30,4,3,5,29,7,20,6,22,48,47,18,19,16,17,21,15,8,27,9,49,23,37,26,36,28,46,45,39,40,32,11,24,10,38,33,35,12,43,41,31,34
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
8;1625020296661546126;608;207856.772167
0,1,14,44,42,25,30,2,13,4,3,5,29,7,20,6,47,48,16,19,18,22,17,21,9,27,8,15,37,26,45,46,28,36,23,49,39,40,32,11,24,10,38,33,35,12,34,31,41,43
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
9;8722260422266777814;609;210176.477125
0,1,30,25,44,42,14,2,13,4,3,5,6,20,7,29,18,19,16,48,47,22,17,21,15,9,27,8,49,23,37,26,36,28,46,45,39,40,32,11,24,10,38,33,35,34,31,41,43,12
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
10;18422523289718600251;608;200501.444584
0,1,13,2,14,44,42,25,30,4,3,5,29,7,22,6,20,18,48,47,16,19,17,21,9,27,8,15,37,26,45,46,28,36,23,49,39,40,32,11,24,10,38,33,35,12,43,41,31,34
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1
11;12120595211417451604;608;196787.985458
0,1,13,2,30,25,42,44,14,4,3,5,6,47,48,16,19,18,29,22,7,20,17,21,9,27,8,15,45,46,28,36,26,37,23,49,39,40,32,11,24,10,38,33,35,34,31,41,43,12
