problem;rd100nB
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;1391;61485.261292
0,34,12,10,35,21,22,19,25,14,45,28,66,49,68,64,75,47,91,40,55,54,62,52,83,74,87,70,94,96,92,97,86,88,59,65,43,37,63,39,32,50,3,20,16,30,23,38,29,69,67,80,89,78,81,73,82,46,13,24,33,27,79,42,44,15,4,6,2,71,9,84,95,93,99,58,77,60,76,56,90,85,57,72,51,53,41,36,61,98,26,31,8,48,11,17,7,18,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1;76241568449944305;1392;66913.313666
0,33,4,15,9,44,42,81,73,82,95,84,99,13,24,6,2,79,46,76,77,60,75,47,54,83,52,62,49,68,64,66,58,87,70,74,3,34,28,45,14,22,19,25,12,10,35,21,91,40,55,36,88,86,89,78,92,97,94,96,56,63,37,69,67,71,59,80,16,20,30,23,38,29,39,32,50,43,65,57,72,26,53,41,27,31,90,85,51,61,93,98,8,48,11,17,7,18,1,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2;11569656429252920891;1388;69415.85775
0,5,1,18,7,17,11,53,41,27,31,8,48,36,61,51,72,26,90,85,57,93,98,80,16,20,30,23,38,37,63,29,32,50,43,65,59,92,96,94,97,67,69,88,86,89,78,81,73,95,84,99,58,77,56,71,46,76,60,79,39,44,42,82,9,15,4,6,2,33,13,24,3,34,19,22,10,25,21,35,28,45,91,70,74,83,14,55,40,54,87,47,75,64,68,49,66,52,62,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3;8006770736520076435;1397;69415.079625
0,12,3,34,19,25,21,35,10,22,14,83,52,68,49,62,28,45,55,40,75,64,74,58,66,54,47,87,70,96,94,97,92,56,63,37,39,32,50,43,65,59,71,67,69,29,38,23,30,16,20,80,88,86,89,78,81,73,82,84,95,91,99,9,15,33,2,6,76,46,77,13,24,4,44,42,79,27,48,8,31,26,90,85,57,93,98,60,72,51,61,36,41,53,11,17,7,18,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4;10222608011239175760;1402;42883.633459
0,12,22,10,35,21,25,19,34,28,45,14,83,55,40,54,62,52,68,49,66,47,87,70,74,91,64,75,60,77,13,24,33,44,42,81,73,82,57,71,2,6,4,79,46,76,15,9,99,84,95,94,96,92,97,23,30,3,20,16,38,29,39,37,65,43,50,32,69,67,56,86,88,78,89,59,63,58,80,98,93,61,36,48,8,31,26,90,85,27,41,72,51,53,11,17,7,18,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5;83674907983555125;1387;67930.140792
0,5,1,18,7,17,11,53,41,72,51,61,93,98,85,90,26,31,27,48,8,12,25,19,22,10,35,21,87,47,55,40,75,64,66,49,68,54,83,14,45,42,74,70,91,52,62,28,34,3,20,16,30,23,38,29,32,50,43,37,63,57,65,59,89,78,92,97,94,96,56,69,67,86,88,36,39,80,81,73,82,95,84,99,58,77,60,79,76,46,71,2,6,33,13,24,44,9,15,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6;16633518659454552880;1401;62512.032
0,12,10,35,21,22,19,25,34,28,45,55,40,69,47,54,87,70,74,91,37,66,14,83,52,62,49,68,64,75,60,76,82,42,77,13,46,79,39,71,2,6,24,4,44,33,15,9,99,84,95,73,81,78,89,86,97,94,96,92,59,65,43,50,32,16,20,3,30,29,38,23,67,36,88,51,80,58,63,56,61,93,98,85,90,26,53,41,27,31,72,57,8,48,11,17,7,18,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7;3348662810425028053;1406;59519.323583
0,5,17,7,18,8,48,1,90,26,53,41,85,27,31,61,98,94,96,92,97,86,88,51,81,78,89,59,80,67,69,36,65,43,50,32,29,38,23,30,3,20,16,11,39,37,63,57,62,49,68,52,83,74,70,87,47,54,55,40,91,21,35,10,22,12,25,19,34,28,45,14,66,64,75,60,79,9,84,99,93,95,73,82,42,44,15,4,6,2,33,24,13,46,71,58,77,56,76,72
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8;1625020296661546126;1404;59345.832917
0,4,76,79,46,71,9,84,99,93,95,82,42,44,15,33,2,6,24,13,77,73,81,80,51,88,86,89,78,92,97,56,63,37,43,50,32,38,29,39,16,20,3,30,23,67,69,59,65,55,14,34,28,45,12,22,19,25,21,35,10,74,91,96,94,70,87,47,75,64,58,66,49,68,40,54,83,52,62,57,72,60,98,85,90,61,36,41,26,53,11,17,7,18,8,31,27,48,1,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9;8722260422266777814;1393;66217.141708
0,5,1,18,7,17,11,53,41,26,90,85,98,93,57,72,51,61,27,31,48,8,25,19,34,28,35,21,22,10,12,45,14,83,74,70,94,96,91,47,87,58,66,49,68,64,75,52,62,54,40,55,65,59,92,97,23,30,16,20,3,50,43,37,63,56,69,67,80,29,38,32,39,36,88,86,89,78,81,73,82,76,6,2,71,46,79,60,77,42,44,33,24,13,95,84,99,9,15,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10;18422523289718600251;1407;37180.294875
0,5,1,18,7,17,11,53,31,48,26,90,85,51,61,36,41,72,57,93,98,80,20,16,30,23,92,96,94,97,59,89,78,86,88,67,69,56,63,37,43,65,32,50,39,29,38,45,12,22,10,35,21,83,52,62,49,68,64,75,47,54,40,55,14,25,19,34,28,66,58,87,70,74,3,24,13,77,42,44,9,15,8,81,73,95,91,99,84,82,60,76,4,6,2,71,46,79,27,33
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11;12120595211417451604;1403;43280.872
0,4,44,24,13,33,2,6,15,9,79,76,46,77,58,99,84,95,73,82,64,75,42,87,47,54,68,49,62,55,40,91,94,96,70,74,3,34,12,10,22,19,25,21,35,28,45,66,52,83,14,20,16,11,38,23,30,29,39,50,32,89,78,81,69,67,71,43,65,59,88,86,97,92,56,63,37,80,85,90,57,93,98,60,72,51,61,36,41,27,31,26,53,7,18,17,8,48,1,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12;11180516292616150398;1387;68380.727833
0,4,33,2,6,15,9,79,46,76,60,77,13,24,44,42,81,73,82,95,84,99,93,96,94,91,70,87,47,54,55,40,66,49,62,52,68,64,75,74,83,21,25,19,22,10,35,28,45,12,3,34,14,20,16,30,23,38,29,32,50,43,65,59,88,86,97,92,78,89,51,71,67,69,37,39,80,58,63,56,90,85,27,31,8,48,36,61,98,57,72,41,26,53,11,17,7,18,1,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13;13235578871255005297;1381;67910.560792
0,4,44,42,77,58,76,82,95,84,99,9,15,8,33,2,6,24,13,71,46,79,73,81,78,89,80,39,37,63,56,67,69,36,88,86,97,94,96,92,59,65,43,50,32,29,38,23,30,16,20,3,34,19,22,10,12,25,21,35,28,45,14,55,83,52,68,64,66,49,62,54,47,87,70,74,91,40,75,57,72,60,98,93,61,51,53,41,27,85,90,26,31,48,11,17,7,18,1,5
